Tree	Shift_order	Net_Diversification	Relative_Extinction	Taxa_No
952	2	0.211266097	0.728323196	5_Euph_Bart_No_Africa
952	3	0.0649116	3.11E-06	4_Africa
953	1	0.165804571	1.44E-07	Background
953	2	0.395826014	0.789330622	6_S_Am
953	3	0.164004224	0.945739125	0_Euphrasia
954	1	0.231773181	2.88E-08	Background
954	2	0.382930424	0.822004923	6_S_Am
954	3	2.27E-17	3.90E-06	3_B_alpina
955	1	0.209245736	5.64E-07	Background
955	2	0.294853547	0.918019456	6_S_Am
956	1	0.207136001	2.91E-07	Background
956	2	0.18653678	0.933716046	6_S_Am
957	1	0.147799686	0.270606739	Background
957	2	0.262976218	0.947280875	6_S_Am
957	3	0.217335659	0.836350003	0_Euphrasia
958	1	0.127962309	0.078036176	Background
958	2	0.248299146	1.66E-05	7_Internal
959	1	0.113979657	2.19E-05	Background
959	2	0.257565085	0.889958314	6_S_Am
959	3	0.198467018	0.34968764	0_Euphrasia
960	1	0.16031081	8.08E-07	Background
960	2	0.291321891	0.893184529	6_S_Am
960	3	0.183338065	0.933268333	0_Euphrasia
961	1	0.108788683	0.703319038	Background
961	2	0.332727605	8.34E-05	7_Internal
962	1	0.131830182	1.34E-07	Background
962	2	0.275387208	0.299392655	5_Euph_Bart_No_Africa
962	3	0.060176525	1.28E-07	4_Africa
963	1	0.199980963	1.65E-07	Background
964	1	0.108509337	0.58703339	Background
964	2	0.259620918	0.427604109	5_Euph_Bart_No_Africa
964	3	0.067718556	1.79E-06	4_Africa
966	1	0.135890359	0.05561668	Background
966	2	0.264220793	1.97E-06	7_Internal
967	1	0.152151117	0.114428901	Background
967	2	0.313219464	1.55E-06	5_Euph_Bart_No_Africa
967	3	0.070852288	4.40E-07	4_Africa
968	1	0.23013458	3.45E-05	Background
968	2	2.27E-17	3.90E-06	3_B_alpina
969	1	0.149793714	2.04E-07	Background
969	2	0.243631174	0.872670266	6_S_Am
969	3	0.220712103	0.742095431	0_Euphrasia
970	1	0.213092432	7.55E-07	Background
970	2	0.243106215	0.873985894	6_S_Am
971	1	0.245661242	0.40245085	Background
971	2	2.27E-17	3.90E-06	3_B_alpina
971	3	0.067004134	3.90E-08	4_Africa
972	1	0.214551141	1.65E-07	Background
972	2	0.257803157	0.896342719	6_S_Am
973	1	0.073891205	0.648851842	Background
973	2	0.252955653	0.156059084	5_Euph_Bart_No_Africa
973	3	0.057308915	3.40E-09	4_Africa
974	1	0.10177757	0.424857059	Background
974	2	0.236586326	4.69E-05	7_Internal
975	1	0.186486392	5.33E-06	Background
975	2	0.201938848	0.894999581	6_S_Am
976	1	0.14604855	1.28E-06	Background
976	2	0.220129711	0.91113548	6_S_Am
976	3	0.166347829	0.88989361	0_Euphrasia
977	1	0.107622881	0.423603977	Background
977	2	0.246430136	0.187699011	5_Euph_Bart_No_Africa
977	3	0.057892348	2.50E-08	4_Africa
978	1	0.113529919	5.63E-07	Background
978	2	0.260751626	2.73E-07	5_Euph_Bart_No_Africa
978	3	0.057701431	4.90E-08	4_Africa
979	1	0.134343635	0.07994189	Background
979	2	0.307393638	5.66E-07	5_Euph_Bart_No_Africa
979	3	0.067260512	1.39E-08	4_Africa
980	1	0.139222818	7.72E-07	Background
980	2	0.259386751	7.96E-07	7_Internal
981	1	0.150180359	0.034483151	Background
981	2	0.341380168	8.34E-07	5_Euph_Bart_No_Africa
981	3	0.072468667	4.89E-08	4_Africa
982	1	0.12306672	0.464650966	Background
982	2	0.270900694	1.31E-07	7_Internal
983	1	0.121150143	0.217490701	Background
983	2	0.236617583	4.52E-07	7_Internal
984	1	0.172396536	2.77E-06	Background
985	1	0.261190786	1.47E-07	Background
985	2	2.27E-17	3.90E-06	3_B_alpina
986	1	0.181021396	3.69E-07	Background
986	2	0.210418886	0.887221025	6_S_Am
987	1	0.206007183	0.000119763	Background
987	2	0.299928002	0.874069958	6_S_Am
987	3	2.27E-17	3.90E-06	3_B_alpina
988	1	0.126811565	0.509856727	Background
988	2	0.312018547	8.90E-07	7_Internal
989	1	0.191956396	0.379238261	Background
989	2	2.27E-17	3.90E-06	3_B_alpina
990	1	0.212403376	2.31E-07	Background
990	2	0.300819212	0.85741673	6_S_Am
991	1	0.183597123	1.31E-09	Background
991	2	0.332213699	0.832093875	6_S_Am
992	1	0.140786073	2.97E-07	Background
992	2	0.195857643	0.973081176	6_S_Am
992	3	0.201757815	0.854483931	0_Euphrasia
993	1	0.136973208	0.218838949	Background
993	2	0.24107227	0.807276739	5_Euph_Bart_No_Africa
993	3	0.084113481	5.69E-06	4_Africa
994	1	0.204251531	4.22E-07	Background
994	2	0.283707546	0.894321106	6_S_Am
995	1	0.129990594	4.95E-05	Background
995	2	0.244306078	0.477536606	5_Euph_Bart_No_Africa
995	3	0.063722397	8.94E-08	4_Africa
996	1	0.09862708	0.698907397	Background
996	2	0.307862836	0.457691207	5_Euph_Bart_No_Africa
996	3	0.078373999	6.43E-09	4_Africa
997	1	0.099427396	0.541216753	Background
997	2	0.277575906	0.599602968	5_Euph_Bart_No_Africa
997	3	0.075588897	9.11E-09	4_Africa
998	1	0.09398004	0.777120609	Background
998	2	0.290562478	0.68876404	5_Euph_Bart_No_Africa
998	3	0.089779556	8.52E-08	4_Africa
999	1	0.153662929	8.18E-07	Background
999	2	0.325337329	1.57E-07	5_Euph_Bart_No_Africa
999	3	0.067885111	3.60E-07	4_Africa
1000	1	0.12999281	5.38E-06	Background
1000	2	0.27973172	0.369013373	5_Euph_Bart_No_Africa
1000	3	0.069121708	1.32E-08	4_Africa
1001	1	0.122751246	2.69E-06	Background
1001	2	0.270201285	5.55E-06	7_Internal
